PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked_Q,Embarked_S
33,1,1.0,"Glynn, Miss. Mary Agatha",female,0.61,0,0,335677,0.015126992566498259,B96 B98,True,False
34,0,0.5,"Wheadon, Mr. Edward H",male,0.8240764011058055,0,0,C.A. 24579,0.020494635090094415,B96 B98,False,True
35,0,0.0,"Meyer, Mr. Edgar Joseph",male,0.34656948982156316,1,0,PC 17604,0.16038672010106003,B96 B98,False,False
36,0,0.0,"Holverson, Mr. Alexander Oskar",male,0.5224930887157577,1,0,113789,0.10149724044618187,B96 B98,False,True
37,1,1.0,"Mamee, Mr. Hanna",male,0.37,0,0,2677,0.014110458666029575,B96 B98,False,False
38,0,1.0,"Cann, Mr. Ernest Charles",male,0.2586076903744659,0,0,A./5. 2152,0.015712553569072387,B96 B98,False,True
39,0,1.0,"Vander Planke, Miss. Augusta Maria",female,0.22090977632571,2,0,345764,0.03513366015444757,B96 B98,False,True
40,1,1.0,"Nicola-Yarred, Miss. Jamila",female,0.17064589092736868,1,0,2651,0.021942337075458514,B96 B98,False,False
41,0,1.0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,0.49736114601658704,1,0,7546,0.018493968331299484,B96 B98,False,True
42,0,0.5,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,0.33400351847197784,1,0,11668,0.04098927018018883,B96 B98,False,True
43,0,1.0,"Kraeff, Mr. Theodor",male,0.53,0,0,349253,0.015411575213749286,B96 B98,False,False
44,1,0.5,"Laroche, Miss. Simonne Marie Anne Andree",female,0.032420206081930136,1,2,SC/Paris 2123,0.08115719346076702,B96 B98,False,False
45,1,1.0,"Devaney, Miss. Margaret Delia",female,0.2334757476752953,0,0,330958,0.01537917417160685,B96 B98,True,False
46,0,1.0,"Rogers, Mr. William John",male,0.3744,0,0,S.C./A.4. 23567,0.015712553569072387,B96 B98,False,True
47,0,1.0,"Lennon, Mr. Denis",male,0.3744,1,0,370371,0.030253985132996517,B96 B98,True,False
48,1,1.0,"O'Driscoll, Miss. Bridget",female,0.3744,0,0,14311,0.015126992566498259,B96 B98,True,False
49,0,1.0,"Samaan, Mr. Youssef",male,0.3744,2,0,2662,0.04231498029001666,B96 B98,False,False
50,0,1.0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,0.22090977632571,1,0,349237,0.034743286152731485,B96 B98,False,True
51,0,1.0,"Panula, Master. Juha Niilo",male,0.08268409148027142,4,1,3101295,0.07746484096553544,B96 B98,False,True
52,0,1.0,"Nosworthy, Mr. Richard Cater",male,0.2586076903744659,0,0,A/4. 39886,0.01522458606692728,B96 B98,False,True
53,1,0.0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,0.610454888162855,1,0,PC 17572,0.1497654242623688,D33,False,False
54,1,0.5,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,0.35913546117114853,1,0,2926,0.050748620223090936,B96 B98,False,True
55,0,0.0,"Ostby, Mr. Engelhart Cornelius",male,0.8115104297562202,0,1,113509,0.1209753416358076,B30,False,False
56,1,0.0,"Woolner, Mr. Hugh",male,0.3744,0,0,19947,0.06929138530460494,C52,False,True
57,1,0.5,"Rugg, Miss. Emily",female,0.2586076903744659,0,0,C.A. 31026,0.020494635090094415,B96 B98,False,True
58,0,1.0,"Novel, Mr. Mansouer",male,0.35285247549635584,0,0,2697,0.014110458666029575,B96 B98,False,False
59,1,0.5,"West, Miss. Constance Mirium",female,0.05755214878110078,1,2,C.A. 34651,0.05416439273810667,B96 B98,False,True
60,0,1.0,"Goodwin, Master. William Frederick",male,0.1329479768786127,5,2,CA 2144,0.09154270340242172,B96 B98,False,True
61,0,1.0,"Sirayanian, Mr. Orsen",male,0.2711736617240512,0,0,2669,0.014110458666029575,B96 B98,False,False
62,1,0.0,"Icard, Miss. Amelie",female,0.4722292033174164,0,0,113572,0.15614960068643363,B28,False,False
63,0,0.0,"Harris, Mr. Henry Birkhardt",male,0.5601910027645137,1,0,36973,0.16293234896625058,C83,False,True
64,0,1.0,"Skoog, Master. Harald",male,0.04498617743151546,3,2,347088,0.05445717323939373,B96 B98,False,True
65,0,0.0,"Stewart, Mr. Albert A",male,0.3744,0,0,PC 17605,0.05410739813385612,B96 B98,False,False
66,1,1.0,"Moubarek, Master. Gerios",male,0.3744,1,1,2661,0.029757819776815374,B96 B98,False,False
67,1,0.5,"Nye, Mrs. (Elizabeth Ramell)",female,0.35913546117114853,0,0,C.A. 29395,0.020494635090094415,F33,False,True
68,0,1.0,"Crease, Mr. Ernest James",male,0.2334757476752953,0,0,S.P. 3464,0.015923941091001644,B96 B98,False,True
69,1,1.0,"Andersson, Miss. Erna Alexandra",female,0.20834380497612465,4,2,3101281,0.015468569817999833,B96 B98,False,True
70,0,1.0,"Kink, Mr. Vincenz",male,0.32143754712239253,2,0,315151,0.016908073949327893,B96 B98,False,True
71,0,0.5,"Jenkin, Mr. Stephen Curnow",male,0.39683337521990447,0,0,C.A. 33111,0.020494635090094415,B96 B98,False,True
72,0,1.0,"Goodwin, Miss. Lillian Amy",female,0.19577783362653933,5,2,CA 2144,0.09154270340242172,B96 B98,False,True
73,0,0.5,"Hood, Mr. Ambrose Jr",male,0.2586076903744659,0,0,S.O.C. 14879,0.1434624456306609,B96 B98,False,True
74,0,1.0,"Chronopoulos, Mr. Apostolos",male,0.32143754712239253,1,0,2680,0.028212719478023115,B96 B98,False,False
75,1,1.0,"Bing, Mr. Lee",male,0.39683337521990447,0,0,1601,0.11027245763075773,B96 B98,False,True
76,0,1.0,"Moen, Mr. Sigurd Hansen",male,0.3088715757728072,0,0,348123,0.014931805565640218,F G73,False,True
77,0,1.0,"Staneff, Mr. Ivan",male,0.3744,0,0,349208,0.015411575213749286,B96 B98,False,True
78,0,1.0,"Moutal, Mr. Rahamin Haim",male,0.3744,0,0,374746,0.015712553569072387,B96 B98,False,True
79,1,0.5,"Caldwell, Master. Alden Gates",male,0.005152048253329982,0,2,248738,0.056604230248832196,B96 B98,False,True
80,1,1.0,"Dowdell, Miss. Elizabeth",female,0.37170143252073384,0,0,364516,0.024349578357040744,B96 B98,False,True
81,0,1.0,"Waelens, Mr. Achille",male,0.2711736617240512,0,0,345767,0.017566830077223785,B96 B98,False,True
82,1,1.0,"Sheerlinck, Mr. Jan Baptist",male,0.35913546117114853,0,0,345779,0.018542765081513996,B96 B98,False,True
83,1,1.0,"McDermott, Miss. Brigdet Delia",female,0.3744,0,0,330932,0.015200187691820024,B96 B98,True,False
84,0,0.0,"Carrau, Mr. Francisco M",male,0.34656948982156316,0,0,113059,0.09193307740413781,B96 B98,False,True
85,1,0.5,"Ilett, Miss. Bertha",female,0.20834380497612465,0,0,SO/C 14885,0.020494635090094415,B96 B98,False,True
86,1,1.0,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,0.4093993465694898,3,0,3101278,0.030937139635999665,B96 B98,False,True
87,0,1.0,"Ford, Mr. William Neal",male,0.19577783362653933,1,3,W./C. 6608,0.06709553154495196,B96 B98,False,True
88,0,1.0,"Slocovski, Mr. Selman Francis",male,0.3744,0,0,SOTON/OQ 392086,0.015712553569072387,B96 B98,False,True
89,1,0.0,"Fortune, Miss. Mabel Helen",female,0.2837396330736366,3,2,19950,0.5133418122566507,C23 C25 C27,False,True
90,0,1.0,"Celotti, Mr. Francesco",male,0.2963056044232219,0,0,343275,0.015712553569072387,B96 B98,False,True
91,0,1.0,"Christmann, Mr. Emil",male,0.35913546117114853,0,0,343276,0.015712553569072387,B96 B98,False,True
92,0,1.0,"Andreasson, Mr. Paul Edvin",male,0.24604171902488062,0,0,347466,0.015330377421392339,B96 B98,False,True
93,0,0.0,"Chaffee, Mr. Herbert Fuller",male,0.5727569741140991,1,0,W.E.P. 5734,0.11940564777490723,E31,False,True
94,0,1.0,"Dean, Mr. Bertram Frank",male,0.32143754712239253,1,2,C.A. 2315,0.04015972542654215,B96 B98,False,True
95,0,1.0,"Coxon, Mr. Daniel",male,0.7361146016587082,0,0,364500,0.014151057562208049,B96 B98,False,True
96,0,1.0,"Shorney, Mr. Charles Joseph",male,0.3744,0,0,374910,0.015712553569072387,B96 B98,False,True
97,0,0.0,"Goldschmidt, Mr. George B",male,0.8869062578537321,0,0,PC 17754,0.06764049365134761,A5,False,False
98,1,0.0,"Greenfield, Mr. William Bertram",male,0.2837396330736366,0,1,PC 17759,0.12366716556464086,D10 D12,False,False
99,1,0.5,"Doling, Mrs. John T (Ada Julia Bone)",female,0.4219653179190751,0,1,231919,0.044893010197349675,B96 B98,False,True
100,0,0.5,"Kantor, Mr. Sinai",male,0.4219653179190751,1,0,244367,0.050748620223090936,B96 B98,False,True
101,0,1.0,"Petranec, Miss. Matilda",female,0.34656948982156316,0,0,349245,0.015411575213749286,B96 B98,False,True
102,0,1.0,"Petroff, Mr. Pastcho (""Pentcho"")",male,0.3744,0,0,349215,0.015411575213749286,B96 B98,False,True
103,0,0.0,"White, Mr. Richard Frasar",male,0.2586076903744659,0,1,35281,0.15085515328815924,D26,False,True
104,0,1.0,"Johansson, Mr. Gustaf Joel",male,0.4093993465694898,0,0,7540,0.016891873428256675,B96 B98,False,True
105,0,1.0,"Gustafsson, Mr. Anders Vilhelm",male,0.4596632319678311,2,0,3101276,0.015468569817999833,B96 B98,False,True
106,0,1.0,"Mionoff, Mr. Stoytcho",male,0.34656948982156316,0,0,349207,0.015411575213749286,B96 B98,False,True
107,1,1.0,"Salkjelsvik, Miss. Anna Kristine",female,0.2586076903744659,0,0,343120,0.014931805565640218,B96 B98,False,True
108,1,1.0,"Moss, Mr. Albert Johan",male,0.3744,0,0,312991,0.015175789316712771,B96 B98,False,True
109,0,1.0,"Rekic, Mr. Tido",male,0.4722292033174164,0,0,349249,0.015411575213749286,B96 B98,False,True
110,1,1.0,"Moran, Miss. Bertha",female,0.3744,1,0,371110,0.04713766070721715,B96 B98,True,False
111,0,0.0,"Porter, Mr. Walter Chamberlain",male,0.5853229454636844,0,0,110465,0.10149724044618187,C110,False,True
112,0,1.0,"Zabour, Miss. Hileni",female,0.17692887660216136,1,0,2665,0.028212719478023115,B96 B98,False,False
113,0,1.0,"Barton, Mr. David John",male,0.2711736617240512,0,0,324669,0.015712553569072387,B96 B98,False,True
114,0,1.0,"Jussila, Miss. Katriina",female,0.24604171902488062,1,0,4136,0.019177122834302632,B96 B98,False,True
115,0,1.0,"Attalah, Miss. Malake",female,0.20834380497612465,0,0,2627,0.028220722145058292,B96 B98,False,False
116,0,1.0,"Pekoniemi, Mr. Edvard",male,0.2586076903744659,0,0,STON/O 2. 3101294,0.015468569817999833,B96 B98,False,True
117,0,1.0,"Connors, Mr. Patrick",male,0.8806232721789394,0,0,370369,0.015126992566498259,B96 B98,True,False
118,0,0.5,"Turpin, Mr. William John Robert",male,0.35913546117114853,1,0,11668,0.04098927018018883,B96 B98,False,True
119,0,0.0,"Baxter, Mr. Quigg Edmond",male,0.2963056044232219,0,1,PC 17558,0.4831284260198326,B58 B60,False,False
120,0,1.0,"Andersson, Miss. Ellis Anna Maria",female,0.01985423473234481,4,2,347082,0.06104473451835265,B96 B98,False,True
121,0,0.5,"Hickman, Mr. Stanley George",male,0.2586076903744659,2,0,S.O.C. 14879,0.1434624456306609,B96 B98,False,True
122,0,1.0,"Moore, Mr. Leonard Charles",male,0.3744,0,0,A4. 54510,0.015712553569072387,B96 B98,False,True
123,0,0.5,"Nasser, Mr. Nicholas",male,0.40311636089469716,1,0,237736,0.058694292654020104,B96 B98,False,False
124,1,0.5,"Webber, Miss. Susan",female,0.40311636089469716,0,0,27267,0.025374310111545468,E101,False,True
125,0,0.0,"White, Mr. Percival Wayland",male,0.6732847449107816,0,1,35281,0.15085515328815924,D26,False,True
126,1,1.0,"Nicola-Yarred, Master. Elias",male,0.14551394822819805,1,0,2651,0.021942337075458514,B96 B98,False,False
127,0,1.0,"McMahon, Mr. Martin",male,0.3744,0,0,370372,0.015126992566498259,B96 B98,True,False
128,1,1.0,"Madsen, Mr. Fridtjof Arne",male,0.2963056044232219,0,0,C 17369,0.01393967004027879,B96 B98,False,True
129,1,1.0,"Peter, Miss. Anna",female,0.3744,1,1,2668,0.04364049521284362,F E69,False,False
130,0,1.0,"Ekstrom, Mr. Johan",male,0.5601910027645137,0,0,347061,0.013614293309848433,B96 B98,False,True
131,0,1.0,"Drazenoic, Mr. Jozef",male,0.4093993465694898,0,0,349241,0.015411575213749286,B96 B98,False,False
132,0,1.0,"Coelho, Mr. Domingos Fernandeo",male,0.24604171902488062,0,0,SOTON/O.Q. 3101307,0.013760683560491965,B96 B98,False,True
133,0,1.0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,0.5853229454636844,1,0,A/5. 3337,0.028302115124416098,B96 B98,False,True
134,1,0.5,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,0.35913546117114853,1,0,228414,0.050748620223090936,B96 B98,False,True
135,0,0.5,"Sobey, Mr. Samuel James Hayden",male,0.3088715757728072,0,0,C.A. 29178,0.025374310111545468,B96 B98,False,True
136,0,0.5,"Richard, Mr. Emile",male,0.2837396330736366,0,0,SC/PARIS 2133,0.02936744577509929,B96 B98,False,False
137,1,0.0,"Newsom, Miss. Helen Monypeny",female,0.2334757476752953,0,2,11752,0.051301584996521765,D47,False,True
138,0,0.0,"Futrelle, Mr. Jacques Heath",male,0.4596632319678311,1,0,113803,0.10364429745562033,C123,False,True
139,0,1.0,"Osen, Mr. Olaf Elon",male,0.19577783362653933,0,0,7534,0.01798980030808316,B96 B98,False,True
140,0,0.0,"Giglio, Mr. Victor",male,0.2963056044232219,0,0,PC 17593,0.15458810467956932,B86,False,False
141,0,1.0,"Boulos, Mrs. Joseph (Sultana)",female,0.3744,0,2,2678,0.029757819776815374,B96 B98,False,False
142,1,1.0,"Nysten, Miss. Anna Sofia",female,0.2711736617240512,0,0,347081,0.015126992566498259,B96 B98,False,True
143,1,1.0,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,0.2963056044232219,1,0,STON/O2. 3101279,0.030937139635999665,B96 B98,False,True
144,0,1.0,"Burke, Mr. Jeremiah",male,0.2334757476752953,0,0,365222,0.013175122557917838,B96 B98,True,False
145,0,0.5,"Andrew, Mr. Edgardo Samuel",male,0.22090977632571,0,0,231945,0.022446505098674838,B96 B98,False,True
146,0,0.5,"Nicholls, Mr. Joseph Charles",male,0.2334757476752953,1,1,C.A. 33112,0.07173122281533045,B96 B98,False,True
147,1,1.0,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,0.33400351847197784,0,0,350043,0.015216388212891242,B96 B98,False,True
148,0,1.0,"Ford, Miss. Robina Maggie ""Ruby""",female,0.10781603417944208,2,2,W./C. 6608,0.06709553154495196,B96 B98,False,True
149,0,0.5,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,0.4533802462930384,0,2,230080,0.050748620223090936,F2,False,True
150,0,0.5,"Byles, Rev. Thomas Roussel Davids",male,0.5224930887157577,0,0,244310,0.025374310111545468,B96 B98,False,True
151,0,0.5,"Bateman, Rev. Robert James",male,0.6355868308620256,0,0,S.O.P. 1166,0.02444717185746977,B96 B98,False,True
152,1,0.0,"Pears, Mrs. Thomas (Edith Wearne)",female,0.2711736617240512,1,0,113776,0.12999454257145598,C2,False,True
153,0,1.0,"Meo, Mr. Alfonzo",male,0.6921337019351597,0,0,A.5. 11206,0.015712553569072387,B96 B98,False,True
154,0,1.0,"van Billiard, Mr. Austin Blyler",male,0.5036441316913798,0,2,A/5. 851,0.028302115124416098,B96 B98,False,True
155,0,1.0,"Olsen, Mr. Ole Martin",male,0.3744,0,0,Fa 265302,0.014273049437744325,B96 B98,False,True
156,0,0.0,"Williams, Mr. Charles Duane",male,0.6355868308620256,0,1,PC 17597,0.11980421963065935,B96 B98,False,False
157,1,1.0,"Gilnagh, Miss. Katherine ""Katie""",female,0.19577783362653933,0,0,35851,0.015094396337354966,B96 B98,True,False
158,0,1.0,"Corn, Mr. Harry",male,0.37170143252073384,0,0,SOTON/OQ 392090,0.015712553569072387,B96 B98,False,True
159,0,1.0,"Smiljanic, Mr. Mile",male,0.3744,0,0,315037,0.016908073949327893,B96 B98,False,True
160,0,1.0,"Sage, Master. Thomas Henry",male,0.3744,8,2,CA. 2343,0.13575255909676825,B96 B98,False,True
161,0,1.0,"Cribb, Mr. John Hatfield",male,0.5476250314149284,0,1,371362,0.031425107138144774,B96 B98,False,True
162,1,0.5,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,0.49736114601658704,0,0,C.A. 33595,0.030741952635141623,B96 B98,False,True
163,0,1.0,"Bengtsson, Mr. John Viktor",male,0.32143754712239253,0,0,347068,0.015175789316712771,B96 B98,False,True
164,0,1.0,"Calic, Mr. Jovo",male,0.20834380497612465,0,0,315093,0.016908073949327893,B96 B98,False,True
165,0,1.0,"Panula, Master. Eino Viljami",male,0.007288263382759488,4,1,3101295,0.07746484096553544,B96 B98,False,True
166,1,1.0,"Goldsmith, Master. Frank John William ""Frankie""",male,0.10781603417944208,0,2,363291,0.04006213192611313,B96 B98,False,True
167,1,0.0,"Chibnall, Mrs. (Edith Martha Bowerman)",female,0.3744,0,1,113505,0.10735285047192313,E33,False,True
168,0,1.0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,0.5601910027645137,1,4,347088,0.05445717323939373,B96 B98,False,True
169,0,0.0,"Baumann, Mr. John D",male,0.3744,0,0,PC 17318,0.050602229972447406,B96 B98,False,True
170,0,1.0,"Ling, Mr. Lee",male,0.34656948982156316,0,0,1601,0.11027245763075773,B96 B98,False,True
171,0,0.0,"Van der hoef, Mr. Wyckoff",male,0.7612465443578789,0,0,111240,0.06538764528744409,B19,False,True
172,0,1.0,"Rice, Master. Arthur",male,0.04498617743151546,4,1,382652,0.05684821399990475,B96 B98,True,False
173,1,1.0,"Johnson, Miss. Eleanor Ileen",female,0.007288263382759488,1,1,347742,0.021730754366528396,B96 B98,False,True
174,0,1.0,"Sivola, Mr. Antti Wilhelm",male,0.2586076903744659,0,0,STON/O 2. 3101280,0.015468569817999833,B96 B98,False,True
175,0,0.0,"Smith, Mr. James Clinch",male,0.6984166876099522,0,0,17764,0.05991421140938287,A7,False,False
176,0,1.0,"Klasen, Mr. Klas Albin",male,0.22090977632571,1,1,350404,0.015330377421392339,B96 B98,False,True
177,0,1.0,"Lefebre, Master. Henry Forbes",male,0.3744,3,1,4133,0.049707687947515,B96 B98,False,True
178,0,0.0,"Isham, Miss. Ann Elizabeth",female,0.6230208595124404,0,0,PC 17595,0.05604306762136532,C49,False,False
179,0,0.5,"Hale, Mr. Reginald",male,0.37170143252073384,0,0,250653,0.025374310111545468,B96 B98,False,True
180,0,1.0,"Leonard, Mr. Lionel",male,0.4470972606182458,0,0,LINE,0.0,B96 B98,False,True
181,0,1.0,"Sage, Miss. Constance Gladys",female,0.3744,8,2,CA. 2343,0.13575255909676825,B96 B98,False,True
182,0,0.5,"Pernot, Mr. Rene",male,0.3744,0,0,SC/PARIS 2131,0.02937564362913533,B96 B98,False,False
183,0,1.0,"Asplund, Master. Clarence Gustaf Hugo",male,0.10781603417944208,4,2,347077,0.06126431989431795,B96 B98,False,True
184,1,0.5,"Becker, Master. Richard F",male,0.007288263382759488,2,1,230136,0.07612293033463641,F4,False,True
185,1,1.0,"Kink-Heilmann, Miss. Luise Gretchen",female,0.04498617743151546,0,2,315153,0.04298993693898376,B96 B98,False,True
186,0,0.0,"Rood, Mr. Hugh Roscoe",male,0.3744,0,0,113767,0.09759350042902103,A32,False,True
187,1,1.0,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,0.3744,1,0,370365,0.030253985132996517,B96 B98,True,False
188,1,0.0,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,0.5601910027645137,0,0,111428,0.051822148727810165,B96 B98,False,True
189,0,1.0,"Bourke, Mr. John",male,0.49736114601658704,1,1,364849,0.030253985132996517,B96 B98,True,False
190,0,1.0,"Turcin, Mr. Stjepan",male,0.4470972606182458,0,0,349247,0.015411575213749286,B96 B98,False,True
191,1,0.5,"Pinsky, Mrs. (Rosa)",female,0.39683337521990447,0,0,234604,0.025374310111545468,B96 B98,False,True
192,0,0.5,"Carbines, Mr. William",male,0.2334757476752953,0,0,28424,0.025374310111545468,B96 B98,False,True
193,1,1.0,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,0.2334757476752953,1,0,350046,0.015330377421392339,B96 B98,False,True
194,1,0.5,"Navratil, Master. Michel M",male,0.032420206081930136,1,1,230080,0.050748620223090936,F2,False,True
195,1,0.0,"Brown, Mrs. James Joseph (Margaret Tobin)",female,0.5476250314149284,0,0,PC 17610,0.05410739813385612,B4,False,False
196,1,0.0,"Lurette, Miss. Elise",female,0.723548630309123,0,0,PC 17569,0.2859895551532101,B80,False,False
197,0,1.0,"Mernagh, Mr. Robert",male,0.3744,0,0,368703,0.015126992566498259,B96 B98,True,False
198,0,1.0,"Olsen, Mr. Karl Siegwart Andreas",male,0.5224930887157577,0,1,4579,0.01640390592611157,B96 B98,False,True
199,1,1.0,"Madigan, Miss. Margaret ""Maggie""",female,0.3744,0,0,370370,0.015126992566498259,B96 B98,True,False
200,0,0.5,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,0.2963056044232219,0,0,248747,0.025374310111545468,B96 B98,False,True
201,0,1.0,"Vande Walle, Mr. Nestor Cyriel",male,0.34656948982156316,0,0,345770,0.018542765081513996,B96 B98,False,True
202,0,1.0,"Sage, Mr. Frederick",male,0.3744,8,2,CA. 2343,0.13575255909676825,B96 B98,False,True
203,0,1.0,"Johanson, Mr. Jakob Alfred",male,0.4219653179190751,0,0,3101264,0.012678957201736696,B96 B98,False,True
204,0,1.0,"Youseff, Mr. Gerious",male,0.5664739884393064,0,0,2628,0.014102260811993537,B96 B98,False,False
205,1,1.0,"Cohen, Mr. Gurshon ""Gus""",male,0.22090977632571,0,0,A/5 3540,0.015712553569072387,B96 B98,False,True
206,0,1.0,"Strom, Miss. Telma Matilda",female,0.01985423473234481,0,1,347054,0.02042143996477265,G6,False,True
207,0,1.0,"Backstrom, Mr. Karl Alfred",male,0.39683337521990447,1,0,3101278,0.030937139635999665,B96 B98,False,True
208,1,1.0,"Albimona, Mr. Nassef Cassem",male,0.32143754712239253,0,0,2699,0.036670757786204655,B96 B98,False,False
209,1,1.0,"Carr, Miss. Helen ""Ellen""",female,0.19577783362653933,0,0,367231,0.015126992566498259,B96 B98,True,False
210,1,0.0,"Blank, Mr. Henry",male,0.49736114601658704,0,0,112277,0.060507970265993034,A31,False,False
211,0,1.0,"Ali, Mr. Ahmed",male,0.2963056044232219,0,0,SOTON/O.Q. 3101311,0.013760683560491965,B96 B98,False,True
212,1,0.5,"Cameron, Miss. Clear Annie",female,0.4345312892686604,0,0,F.C.C. 13528,0.04098927018018883,B96 B98,False,True
213,0,1.0,"Perkin, Mr. John Henry",male,0.2711736617240512,0,0,A/5 21174,0.014151057562208049,B96 B98,False,True
214,0,0.5,"Givard, Mr. Hans Kristensen",male,0.37170143252073384,0,0,250646,0.025374310111545468,B96 B98,False,True
215,0,1.0,"Kiernan, Mr. Philip",male,0.3744,1,0,367229,0.015126992566498259,B96 B98,True,False
216,1,0.0,"Newell, Miss. Madeleine",female,0.38426740387031916,1,0,35273,0.22109807522194713,D36,False,False
